"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","country","city","date","revenue_30"
"670",984985,"la Vila de Gràcia",41.40221,2.15353,"Loft","Entire home/apt",2,1,1,43,3,365,11,"spain","barcelona","2020-07-17",817
"671",985310,"Sant Gervasi - Galvany",41.39863,2.14888,"Apartment","Private room",2,1,2,65,1,365,29,"spain","barcelona","2020-07-17",65
"672",986101,"el Poble Sec",41.37335,2.17157,"Apartment","Entire home/apt",4,1,1,55,3,30,30,"spain","barcelona","2020-07-17",0
"673",986639,"el Barri Gòtic",41.37955,2.18011,"Apartment","Entire home/apt",5,2,5,200,3,1125,19,"spain","barcelona","2020-07-17",2200
"674",986692,"el Camp d'en Grassot i Gràcia Nova",41.40737,2.16595,"Apartment","Entire home/apt",5,3,4,80,1,1125,0,"spain","barcelona","2020-07-17",2400
"675",986867,"Sant Gervasi - Galvany",41.3941,2.14707,"Apartment","Entire home/apt",4,2,2,150,3,30,7,"spain","barcelona","2020-07-17",3450
"676",987376,"la Vila Olímpica del Poblenou",41.3951,2.19624,"Apartment","Private room",1,1,1,16,19,180,0,"spain","barcelona","2020-07-17",480
"677",987508,"l'Antiga Esquerra de l'Eixample",41.38621,2.15942,"Apartment","Private room",2,1,1,49,1,1125,21,"spain","barcelona","2020-07-17",441
"678",987773,"Vallcarca i els Penitents",41.41127,2.14652,"Apartment","Private room",2,1,2,30,2,31,29,"spain","barcelona","2020-07-17",30
"679",988755,"Sant Gervasi - Galvany",41.3941,2.14707,"Apartment","Entire home/apt",4,2,3,150,2,30,22,"spain","barcelona","2020-07-17",1200
"680",988917,"la Nova Esquerra de l'Eixample",41.38004,2.14786,"Apartment","Entire home/apt",4,2,2,89,1,124,11,"spain","barcelona","2020-07-17",1691
"681",993648,"la Vila de Gràcia",41.39923,2.16034,"Apartment","Entire home/apt",6,3,4,47,30,330,29,"spain","barcelona","2020-07-17",47
